call_transcript,label
I want to apply for a credit card since I haven’t received my latest bill.,0
My debit card has been stolen and I want it blocked and reissued.,1
My debit card is damaged as it's not being accepted at ATMs.,1
My debit card has been stolen since the magnetic strip is worn out.,1
I want to apply for a credit card because I travel frequently.,0
Can I change my credit card billing date because I travel frequently.,0
I'd like to reissue my debit card because it's been missing for a few days.,1
"Hi, I lost my debit card since the magnetic strip is worn out.",1
I'd like to reissue my debit card because it got damaged.,1
I'd like to reissue my debit card because it expired.,1
Can I change my credit card billing date because the old one is expired.,0
My debit card has been stolen because it expired.,1
"Hi, I lost my debit card since it's cracked and unreadable.",1
Can you increase my credit card limit because I suspect fraud.,0
I noticed a suspicious charge on my credit card because the old one is expired.,0
Can you please help me with a debit card issue as the card number is worn out.,1
I want to block my credit card since I haven’t received my latest bill.,0
How do I check my credit card balance because I travel frequently.,0
Please help me activate my credit card as I want better rewards.,0
I need a new debit card as it's not being accepted at ATMs.,1
I need a new debit card because it got damaged.,1
I'd like to reissue my debit card as it's not being accepted at ATMs.,1
Can I change my credit card billing date due to a lost card.,0
I think I dropped my debit card because it expired.,1
Can you please help me with a debit card issue because it's been missing for a few days.,1
My debit card is damaged because it got damaged.,1
"Hi, I lost my debit card as it's not being accepted at ATMs.",1
I want to apply for a credit card due to incorrect charges.,0
My debit card has been stolen because it got damaged.,1
I think I dropped my debit card as it's not being accepted at ATMs.,1
"Hi, I lost my debit card because it got damaged.",1
I have a query regarding my credit card bill because I travel frequently.,0
Can I change my credit card billing date as my address has changed.,0
The chip on my debit card is broken since it's cracked and unreadable.,1
How do I check my credit card balance because the old one is expired.,0
I want to redeem my credit card points due to incorrect charges.,0
Can I change my credit card billing date due to high interest charges.,0
The chip on my debit card is broken because it expired.,1
"Hello, my debit card is not working because it's not working for online transactions.",1
I want to replace my debit card because it's been missing for a few days.,1
Can you increase my credit card limit because I travel frequently.,0
I want to replace my debit card because it's not working for online transactions.,1
I want to apply for a credit card because I suspect fraud.,0
I have a query regarding my credit card bill due to incorrect charges.,0
I want to close my credit card as I want better rewards.,0
"Hi, I lost my debit card as the card number is worn out.",1
I need a new debit card since the magnetic strip is worn out.,1
How do I check my credit card balance because I suspect fraud.,0
I want to redeem my credit card points due to high interest charges.,0
I need a new debit card and I want it blocked and reissued.,1
"Hello, my debit card is not working because it's been missing for a few days.",1
How do I check my credit card balance due to a lost card.,0
The chip on my debit card is broken because it's not working for online transactions.,1
My debit card is damaged because it expired.,1
Can you please help me with a debit card issue and need a new one.,1
I want to apply for a credit card due to high interest charges.,0
I need a new debit card because it's not working for online transactions.,1
I want to apply for a credit card as I want better rewards.,0
How do I check my credit card balance due to high interest charges.,0
Can I change my credit card billing date since I got a promotional offer.,0
My debit card has been stolen because it's not working for online transactions.,1
I need a new debit card because it's been missing for a few days.,1
Can I change my credit card billing date since I haven’t received my latest bill.,0
I noticed a suspicious charge on my credit card since I haven’t received my latest bill.,0
My debit card has been stolen and need a new one.,1
Can you please help me with a debit card issue because it's not working for online transactions.,1
Please help me activate my credit card due to high interest charges.,0
I want to block my credit card because I suspect fraud.,0
I want to replace my debit card because it got damaged.,1
I noticed a suspicious charge on my credit card as my address has changed.,0
"Hello, my debit card is not working as the card number is worn out.",1
I want to apply for a credit card due to a lost card.,0
I want to close my credit card due to a lost card.,0
My debit card is damaged and I want it blocked and reissued.,1
I want to replace my debit card since the magnetic strip is worn out.,1
I want to replace my debit card as it's not being accepted at ATMs.,1
I have a query regarding my credit card bill due to high interest charges.,0
I need a new debit card since it's cracked and unreadable.,1
I think I dropped my debit card because it got damaged.,1
I want to redeem my credit card points as my address has changed.,0
I think I dropped my debit card since it's cracked and unreadable.,1
I want to redeem my credit card points as I want better rewards.,0
I noticed a suspicious charge on my credit card due to incorrect charges.,0
Please help me activate my credit card because I travel frequently.,0
I want to apply for a credit card since I got a promotional offer.,0
Can you increase my credit card limit as I want better rewards.,0
"Hi, I lost my debit card because it expired.",1
I have a query regarding my credit card bill because the old one is expired.,0
I'd like to reissue my debit card and I want it blocked and reissued.,1
I'd like to reissue my debit card since the magnetic strip is worn out.,1
Please help me activate my credit card due to a lost card.,0
"Hello, my debit card is not working and need a new one.",1
The chip on my debit card is broken as the card number is worn out.,1
I have a query regarding my credit card bill due to a lost card.,0
Please help me activate my credit card because I suspect fraud.,0
I want to block my credit card as my address has changed.,0
I want to replace my debit card since it's cracked and unreadable.,1
The chip on my debit card is broken because it got damaged.,1
I want to close my credit card because the old one is expired.,0
